,0,1,2,3,4,5,6
0,Status of family planning activity 2011,,,,,,
1,,,,,,,
2, Upazila,Sterilization in number - Vasectomy,Sterilization in number - Tubectomy, IUD/ Injection, Condom (in pieces),Oral pill (in cycles), Copper- Tee
3,Kushtia Sadar,735,536,15929,2338,39776,857
4,Bheramara,528,1286,6626,5022,16089,643
5,Daulatpur,331,20631,16178,9305,37577,1260
6,Khoksa,89,162,273,1999,120316,8235
7,Kumarkhali,1390,639,324/12711,3650,16504,324
8,Mirpur,740,9256,12768,4524,27829,1388
9,Total,3813,32510,51774,26838,258091,12707
