,0,1,2,3,4,5,6,7,8,9,10
0,Government Health Complex  Health facility 2011,,,,,,,,,,
1,Sylhet,,,,,,,,,,
2,,,,,,,,,,,
3,Upazila/City Corporation,Number of hospital/ clinic/ nursing home,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff,Number of patient under health facilities 2011 Indoor Male,Number of patient under health facilities 2011 Indoor Female,Number of patient under health facilities 2011 Outdoor Male,Number of patient under health facilities 2011 Outdoor Female
4,Balaganj,1,31,5,4,1,28,992,1186,12688,14134
5,Beanibazar,11,50,16,8,4,108,8500,9500,22000,26500
6,Bishwanath,1,31,11,6,9,100,67,74,12655,178321
7,Companiganj,1,31,7,7,4,55,3500,2500,16000,20000
8,Dakhin Surma,1,31,19,9,5,99,0,0,16366,2999
9,Fenchuganj,1,31,12,4,3,67,2017,2352,12620,13337
10,Golapganj,1,31,26,8,4,99,324,377,4738,4234
11,Gowainghat,1,50,5,2,2,97,1555,1050,10670,22500
12,Jaintiapur,1,250,7,4,2,51,1200,1050,32000,33500
13,Kanaighat,1,50,14,3,3,83,3452,3679,50656,52324
14,Sylhet City Corporation,4,1080,198,151,7,1435,44758,41099,117379,113427
15,Sylhet Sadar,0,0,0,0,0,0,0,0,0,0
16,Zakiganj,1,31,8,3,2,87,4699,4482,53169,60157
17,Total,25,1697,328,209,46,2309,71064,67349,360941,541433
