,0,1,2,3,4,5,6
0,Annual average wholesale price of selected building material 2011,,,,,,
1,(Price in taka),(Price in taka),(Price in taka),(Price in taka),(Price in taka),(Price in taka),(Price in taka)
2,Upazila,"Brick-01
(per1000)","Cement
(per 50 kg bag)","Iron bar
(per ton)","Sand-01
(per c.f.t.)","Sand -02
(per c.f.t.)","Stone
(per c.f.t.)"
3,Atrai,5500,500,72000,20,15,110
4,Badalgachhi,4400,480,61000,14,8,0
5,Dhamoirhat,5200,480,73000,12,6,35
6,Manda,5500,370,63000,40,22,0
7,Mahadebpur,5000,490,60000,15,10,110
8,Naogaon sadar,4800,380,62700,33,15,100
9,Niamatpur,5000,480,57000,9,6.5,60
10,Patnitala,4500,420,56000,10,5,80
11,Porsha,4000,475,66000,30,13,80
12,Raninagar,5500,500,65000,6,26,0
13,Sapahar,5000,370,52000,13,8,0
14,Average,4945,450,62518,18,12,82
