,0,1,2,3,4,5,6
0,Area and production of oilseeds by type 2009-10,,,,,,
1,Sunamganj,,,,,,
2,(Area in acre and production in metric ton),,,,,,
3,Upazila,Rape  mustard Area,Rape  mustard Production,Ground nut Area,Ground nut Production,Til Area,Til Production
4,Bishwamvarpur,350,135,450,345,5,2
5,Chhatak,0,0,0,0,0,0
6,Dakshin Sunamganj,101,37,0,0,0,0
7,Derai,120,120,0,0,0,0
8,Dharmapasha,348,139,0,0,0,0
9,Doarabazar,0,0,180,158,0,0
10,Jagannathpur,0,0,0,0,0,0
11,Jamalganj,82,20,23,8,0,0
12,Shalla,0,0,0,0,0,0
13,Sunamganj Sadar,730,242,61,75,12,4
14,Tahirpur,0,0,0,0,0,0
15,Total,1731,692,714,586,17,6
