,0,1,2,3,4,5,6
0,Other accommodation facility by municipality 2011,,,,,,
1,,,,,,,
2,Municipality,Orphanages Number,Orphanages Capacity,Slum area Area in acre,Slum area Number H/H,Refugee camp Area in acre,Refugee camp Number H/H
3,Basail,0,0,0,0,0,0
4,Bhuapur,1,30,0,0,0,0
5,Delduar,0,0,0,0,0,0
6,Dhanbari,3,350,0,0,0,0
7,Ghatail,0,0,0,0,0,0
8,Gopalpur,4,120,0,0,0,0
9,Kalihati,2,350,0,0,0,0
10,Madhupur,7,250,0,0,0,0
11,Mirzapur,0,0,0,0,0,0
12,Nagarpur,0,0,0,0,0,0
13,Sakhipur,2,170,0,0,0,0
14,Tangail Sadar,5,377,2.53,300,0,0
15,Total,24,1647,2.53,300,0,0
