,0,1,2,3,4,5,6
0,Number of holding reporting selected livestock species 2008,,,,,,
1,Narsingdi,,,,,,
2,,,,,,,
3, Upazila,Cow  buffalo - Holding number,Cow  buffalo - Number of animal,Goat - Holding number,Goat - Number of goat,Sheep - Holding number,Sheep - Number of sheep
4,Belabo,29796,40521,7128,19589,381,2117
5,Manohardi,58549,94840,6175,133780,315,23780
6,Narsingdi Sadar,45940,41230,3175,36988,733,3065
7,Palash,5106,15546,4025,8500,3413,4000
8,Roypura,34363,68859,18161,37059,316,1182
9,Shibpur,20968,44496,10021,21404,532,1348
10,Total,194722,305492,48685,257320,5690,35492
