,0,1,2,3,4,5,6,7,8
0,"Number of kindergarten school (pre schooling), teacher and student 2011",,,,,,,,
1,Narsingdi,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of kindergarten school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Belabo,32,63,78,141,1319,1483,2802,130
5,Manohardi,40,57,98,155,2019,1668,3687,24
6,Narsingdi Sadar,152,346,518,864,11590,10402,21992,25
7,Palash,31,73,329,402,3300,3905,7205,18
8,Roypura,50,104,196,300,4402,4218,8620,29
9,Shibpur,47,82,104,186,1410,2803,4213,49
10,Total,352,725,1323,2048,24040,24479,48519,24
