,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2, Upazila,Number of branch of all private commercial banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3, Upazila,Number of branch of all private commercial banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4, Upazila,Number of branch of all private commercial banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Bhurungamari,0,0,0,0,0,0,0,0,0,0,0
6,Char Rajibpur,2,0,0,0,0,64,3452,2,3451,18,340
7,Chilmari,4,0,0,0,0,0,19075,0,19075,0,1089
8,Kurigram Sadar,2,212,192,18,10,570,166,800,268,10,4
9,Nageshwari,0,0,0,0,0,0,0,0,0,0,0
10,Phulbari,1,0,0,0,0,24,4,24,4,1,1
11,Rajarhat,1,203,0,0,0,1934,503,2137,503,4,0
12,Raumari,0,0,0,0,0,0,0,0,0,0,0
13,Ulipur,3,2253,330,0,0,10,0,2263,330,1,1
14,Total,13,2668,522,13,10,2602,23200,5226,23631,34,1435
