,0,1,2,3,4,5
0,Number of employee by type 2011,,,,,
1,,,,,,
2, Upazila, Police personnel, Ansar personnel, VDP personnel,Autonomous body,Local Government employee
3,Adarsha Sadar,1736,292,2240,4,320
4,Barura,37,612,21420,27,133
5,Brahmanpara,35,2080,2080,1475,105
6,Burichang,48,416,10256,1480,115
7,Chandina,40,518,9856,44,166
8,Chauddagram,43,132,10288,7,131
9,Comilla Sadar Dakshin,62,100,384,2,57
10,Daudkandi,77,580,12800,6,0
11,Debidwar,30,602,12833,1,180
12,Homna,36,352,6400,0,13
13,Laksam,35,256,720,102,40
14,Monoharganj,30,484,14080,1,252
15,Meghna,37,256,6848,0,26
16,Muradnagar,30,836,15080,1,242
17,Nangalkot,33,125,5000,26,60
18,Titas,34,288,6400,12,78
19,Total,2343,7929,136685,3188,1918
