,0,1,2,3,4
0,Broad Classification of Area 2011 (In sq. k.m.),,,,
1,,,,,
2,Upazila/city corporation,Total area,Land area,Reserve forest,River area
3,Batiaghata,248.31,211.19,0,24.03
4,Dacope,991.56,286.01,494.68,210.87
5,Dighalia,77.16,73.69,0,3.47
6,Dumuria,454.23,440.4,0,4.69
7,Khulna City Corporation,64.78,64.76,0,0.024
8,Koyra,1775.40,260.56,1512.36,2.47
9,Paikgachha,411.19,304.08,21.18,79.78
10,Phultala,56.83,56.83,0,0
11,Rupsa,120.15,117.73,0,2.47
12,Terokhada,189.49,185.11,0,280
13,Total,4389.10,2000.36,2028.22,607.804
