,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,"
Upazila",Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
2,"
Upazila","Number
of branch",Account,Account,Account,Account,"Number
of branch",Account,Account,Account,Account
3,"
Upazila","Number
of branch",S.D,C.D,F.D,S.T.D,"Number
of branch",S.D,C.D,F.D,S.T.D
4,Gazipur Sadar,13,51258,5160,981,109,3,15379,2964,147,64
5,Kaliakair,2,2302,2143,1560,41,2,20930,2675,481,28
6,Kaliganj,2,31456,1599,2498,39,0,0,0,0,0
7,Kapashia,2,31419,525,311,58,0,0,0,0,0
8,Sreepur,2,6320,425,28,42,0,0,0,0,0
9,Total,21,122755,9852,5378,289,5,36309,5639,628,92
