,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all private commercial banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of all private commercial banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4,  Upazila,Number of branch of all private commercial banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Gazipur Sadar,15,0,0,43,5,4000,1025,4043,1030,200,44
6,Kaliakair,0,0,0,0,0,0,0,0,0,0,0
7,Kaliganj,2,0,0,5,0,434,0,434,0,27,0
8,Kapashia,5,2,3,0,0,295,15,297,18,22,779
9,Sreepur,18,24,8,21,25,230,2392,269,2443,7,52
10,Total,40,26,11,69,30,4959,3432,5043,3491,256,875
