,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,,,,,,,,
2, Upazila,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained midwife
3,Bagerhat Sadar,64,22,4,22,28,102,0
4,Kachua,66,18,2,109,17,73,8
5,Rampal,93,47,4,103,107,98,2
6,Sarankhola,14,6,4,3,3,31,7
7,Chitalmari,22,10,5,11,96,58,5
8,Morrelgonj,56,15,3,124,36,27,11
9,Mongla,86,18,1,46,31,36,13
10,Mollahat,15,44,1,3,54,55,7
11,Fakirhat,14,8,1,2,17,26,18
12,Total,430,188,25,423,389,506,71
