,0,1,2,3,4
0,Number of fisherman and production of fish in following years,,,,
1,(Production in metric ton),,,,
2,"
Upazila",2010-11,2010-11,2009-10.,2009-10.
3,"
Upazila",Number,Production,Number,Production
4,Akhaura,5300,480.41,5000,349
5,Ashuganj,1851,600,1830,550
6,Banchharampur,1750,2921,1700,2821
7,Bijoynagar,2000,4600,2000,4100
8,Brahmanbaria Sadar,3000,10245,3000,10000
9,Kasba,1200,8602.28,1209,8717
10,Nabinagar,6302,5397,6223,5395
11,Nasirnagar,30000,10700,30000,10.5
12,Sarail,1030,652,1014,638
13,Total,52433,44197.69,51976,32580.5
