,0,1,2,3,4,5,6
0,"Area and production of wheat, jute and sugarcane 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila/city corporation,Wheat Area,Wheat Production,Jute Area,Jute Production,Sugarcane Area,Sugarcane Production
3,Bagha,16000,18784,8000,8960,13200,211200
4,Baghmara,1250,1401,633,575,22,44
5,Charghat,14500,15943,500,510,5300,101760
6,Durgapur,5432,6666,5015,4913,144,2787
7,Godagari,11038,13204,241,5872,220,4010
8,Mohanpur,10525,1510,152,169,7,22
9,Paba,7365,8835,5685,6089,5450,120628
10,Puthia,7828,10323,6893,8260,6775,112005
11,Rajshahi city corporation,195,273,0,0,212,4340
12,Tanore,2290,3092,0,0,0,0
13,Total,76423,80031,27119,35348,31330,556796
