,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,,,,,,,,
2,Upazila/city corporation,Pond,Dighee,Rivers flow,Flood camps/shelter,Cyclone shelter,Stadium/ playground,Park/ amusement park
3,Bagha,1950,1,2,0,0,0,1
4,Baghmara,7231,20,3,0,0,0,1
5,Charghat,3668,0,2,1,0,1,0
6,Durgapur,5489,40,1,0,0,0,0
7,Godagari,3265,0,1,16,0,0,1
8,Mohanpur,3618,1,1,0,0,0,0
9,Paba,6180,358,2,0,0,0,0
10,Puthia,7136,0,1,0,0,1,0
11,Rajshahi city corporation,393,1,0,0,0,8,3
12,Tanore,2193,8,0,0,0,12,0
13,Total,41123,429,13,17,0,22,6
