,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all nationalized banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of all nationalized banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4,  Upazila,Number of branch of all nationalized banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Abhaynagar,5,3724,509,0,0,1685,162,5409,671,815,44
6,Bagherpara,9,1993,25,0,0,1203,59,3196,84,21,1
7,Chaugachha,7,11932,111,11,0,1770,190,13713,301,180,2
8,Jessore Sadar,33,3512,349,167,17,5228,177,8907,543,337,34
9,Jhikargachha,8,572,51,0,0,1107,92,1679,143,19,1
10,Keshabpur,9,6116,273,0,0,3058,153,9174,426,44,4
11,Manirampur,10,85,0,0,0,65,0,150,0,46,0
12,Sharsha,9,5140,112,140,30,3119,1160,8396,1302,432,4
13,Total,90,33074,1430,318,47,17235,1993,50624,3470,1894,90
