,0,1,2,3,4,5,6,7,8
0,Distribution of chemical fertilizer 2010-11,,,,,,,,
1,,,,,,,,,
2,Upazila/city corporation,UREA,TSP,MP,DAP,HP,NPK,SP,Others
3,Agailjhara,2760,801,431,668,0,0,0,0
4,Babuganj,1396,763,884,697,0,0,0,0
5,Bakerganj,70,35,35,0,0,0,0,0
6,Banaripara,491,95,16,15,0,0,0,0
7,Barisal city corporation,15,6,5,1,0.2,0.1,0,0
8,Barisal sadar,152,79,68,9,0.8,0.7,0,0
9,Gaurnadi,3350,880,930,880,0,0,50,30
10,Hizla,917,130,90,96,0,0,0,0
11,Mehendiganj,3100,625,510,380,0,125,0,190
12,Muladi,2575,585,490,105,0,105,0,60
13,Wazirpur,3275,1195,750,650,0,215,0,52
14,Total,18101,5194,4209,3501,1,445.8,50,332
