,0,1,2,3,4,5
0,Number of insurance company 2011,,,,,
1,Barisal,,,,,
2,,,,,,
3,Upazila/city corporation,Number of insurance company,Number of employee,Number of client,Annual premium (In lac tk.),Annual claimed paid (In lac tk.)
4,Agailjhara,14,54,1927,170,0
5,Babuganj,22,51,15326,143,61.63
6,Bakerganj,9,18,5900,54,210.77
7,Banaripara,9,25,4305,215.15,130.43
8,Barisal city corporation,18,216,180542,26451,56
9,Barisal Sadar,9,28,2172,36,4
10,Gaurnadi,10,89,1530,465,98
11,Hizla,2,7,475500,122.5,1.25
12,Mehendiganj,2,5,19500,228.21,96.21
13,Muladi,8,28,319085,520.64,104.1028
14,Wazirpur,7,120,2750,1140,145
15,Total,110,641,1028537,29545.50,907.39
