,0,1,2,3,4,5,6
0,Area and production of oil seed by type 2009-10,,,,,,
1,Barisal,,,,,,
2,(Area in acre  production in metric ton),,,,,,
3,Upazila/city corporation,Rape  mustard Area,Rape  mustard Production,Ground nut Area,Ground nut Production,Til Area,Til Production
4,Agailjhara,21,4.895,11.91,7.279,0,0
5,Babuganj,108,20.05,0,0,0,0
6,Bakerganj,26,7,0,0,0,0
7,Banaripara,44,16,0,0,2.2,0.66
8,Barisal city corporation,11,3,1,1,6,2
9,Barisal Sadar,40,9,8,9,180,55
10,Gaurnadi,37,8.87,0,0,45,9.04
11,Hizla,66,23,0,0,120,36
12,Mehendiganj,28,5.04,15,9.75,508,203.2
13,Muladi,558,80.91,0,0,159,79
14,Wazirpur,84,18.9,11,3.894,0,0
15,Total,1023,196.665,46.91,30.923,1020.2,384.9
