,0,1,2,3,4,5,6
0,"Number of health centre, providing health and family planning service 2011",,,,,,
1,,,,,,,
2, Upazila,Number of union health centre,Health service, Sterilization, M.R.,Injection/ copper-T,Oral pill/ condom
3,Bakshiganj,7,44896,363,86,7686,22834
4,Dewanganj,8,51790,0,0,0,54712
5,Islampur,12,93890,130,27,430,82270
6,Jamalpur Sadar,15,95762,2,15,15,83521
7,Madarganj,7,49575,0,0,0,50000
8,Melandaha,11,94875,0,0,0,74851
9,Sarishabari,8,129600,0,6338,27500,400000
10,Total,68,560388,495,6466,35631,768188
