,0,1,2,3,4,5,6,7,8
0,"Number of Government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  college,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of  college,Male,Female,Total,Male,Female,Total,Students per teacher
4,Harinakunda,1,19,3,22,222,99,312,14
5,Jhenaidah Sadar,2,95,8,103,2450,1610,4060,39
6,Kaliganj,0,0,0,0,0,0,0,0
7,Kotchandpur,1,29,3,32,987,312,1299,41
8,Mahespur,1,46,6,52,926,537,1463,28
9,Shailkupa,1,10,1,11,410,160,570,52
10,Total,6,199,21,220,4995,2718,7704,35
