,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Pubali and Uttara bank 2011,,,,,,,,,,
1,"
Upazila",Pubali bank,Pubali bank,Pubali bank,Pubali bank,Pubali bank,Uttara bank,Uttara bank,Uttara bank,Uttara bank,Uttara bank
2,"
Upazila",Number of  branch,Account,Account,Account,Account,Number of  branch,Account,Account,Account,Account
3,"
Upazila",Number of  branch,S.D,C.D,F.D,S.T.D,Number of  branch,S.D,C.D,F.D,S.T.D
4,Harinakunda,0,0,0,0,0,0,0,0,0,0
5,Jhenaidah Sadar,1,9288,1121,120,45,1,2783,2296,129,13
6,Kaliganj,0,0,0,0,0,0,0,0,0,0
7,Kotchandpur,0,0,0,0,0,0,0,0,0,0
8,Mahespur,0,0,0,0,0,0,0,0,0,0
9,Shailkupa,0,0,0,0,0,0,0,0,0,0
10,Total,1,9288,1121,120,45,1,2783,2296,129,13
