,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,"
Upazila",Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
2,"
Upazila",Number of  branch,Account,Account,Account,Account,Number of  branch,Account,Account,Account,Account
3,"
Upazila",Number of  branch,S.D,C.D,F.D,S.T.D,Number of  branch,S.D,C.D,F.D,S.T.D
4,Baliakandi,2,0,0,96,41,2,8007,741,97,23
5,Goalanda,1,546,34,88,44,0,0,0,0,0
6,Kalukhali,1,0,0,7,4,0,0,0,0,0
7,Pangsha,4,5622,217,1345,57,1,206,152,4,0
8,Rajbari Sadar,3,4000,233,320,28,2,16805,1557,209,59
9,Total,11,10168,484,1856,174,5,25018,2450,310,82
