,0,1,2,3,4,5,6,7
0,Irrigation by means 2010-2011,,,,,,,
1,Moulvibazar,,,,,,,
2,(In acre),,,,,,,
3, Upazila,Irrigation management - Power pump,Irrigation management - Tube well,Irrigation management - Doon,Irrigation management - Swing basket,Irrigation management - Canal,Irrigation management - Others, Total
4,Barlekha,10594,0,2823,0,1030,2154,16601
5,Juri,904,5,5434,0,0,0,6343
6,Kamalganj,10241,0,272,0,0,0,10513
7,Kulaura,6882,450,1782,0,520,304,9938
8,Moulvibazar Sadar,12700,0,4450,3000,4500,1698,26348
9,Rajnagar,0,0,0,7500,0,20580,28080
10,Sreemangal,10438,0,642,0,4073,7481,22634
11,Total,51759,455,15403,10500,10123,32217,120457
