,0,1,2,3,4,5,6
0,"Area and production of jackfruit, banana and pineapple 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,"
Upazila",Jackfruit,Jackfruit,Banana,Banana,Pineapple,Pineapple
3,"
Upazila",Area,Production,Area,Production,Area,Production
4,Biral,67,138,143,578,1,5
5,Birampur,30,50,190,1425,3,6
6,Birganj,39,6605,1245,8993,0,0
7,Bochaganj,65,1035,31,71,15,15
8,Chirirbandar,195,1770,374,5220,1,4
9,Dinajpur Sadar,33,1632,195,2472,1,2
10,Fulbari,24,374,53,212,0,0
11,Ghoraghat,104,150,5,38,0,0
12,Hakimpur,3,5,62,499,0,0
13,Kaharole,200,523,285,1421,1,9
14,Khansama,12,1052,371,6307,12,157
15,Nawabganj,270,432,100,750,0,0
16,Parbatipur,26,2468,197,2610,0,0
17,Total,1068,16234,3251,30596,34,198
