,0,1,2,3,4
0,Area and production of turmeric and ginger 2009-10,,,,
1,Feni,,,,
2,,,,,
3,(Area in acre and production in metric ton) -  Upazila,(Area in acre and production in metric ton) - Turmeric - Area,(Area in acre and production in metric ton) - Turmeric - Production,(Area in acre and production in metric ton) - Ginger - Area,(Area in acre and production in metric ton) - Ginger - Production
4,Chhagalnaiya,15,14,13,12
5,Daganbhuiyan,8,8,14,13
6,Feni Sadar,24,26,17,18
7,Fulgazi,3,3,1,1
8,Parshuram,4,5,3,3
9,Sonagazi,7,3,3,1
10,Total,61,59,51,48
