,0,1,2,3,4,5,6,7,8
0,"Number of secondary school & college (operating jointly), teacher and student by municipality 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of Institute,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of Institute,Male,Female,Total,Male,Female,Total,Students per teacher
4,Azmirigonj,0,0,0,0,0,0,0,0
5,Bahubal,0,0,0,0,0,0,0,0
6,Baniachang,0,0,0,0,0,0,0,0
7,Chunarughat,0,0,0,0,0,0,0,0
8,Habiganj Sadar,1,13,9,21,1471,62,1533,73
9,Lakhai,0,0,0,0,0,0,0,0
10,Madhabpur,0,0,0,0,0,0,0,0
11,Nabiganj,0,0,0,0,0,0,0,0
12,Total,1,13,9,21,1471,62,1533,73
