,0,1,2,3,4,5,6,7,8
0,"Number of technical and vocational institution, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila, Institution,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Bhurungamari,1,7,5,12,95,34,129,11
4,Char Rajibpur,2,10,0,10,122,37,159,16
5,Chilmari,1,6,0,6,220,30,250,42
6,Kurigram Sadar,5,103,2,30,670,71,741,25
7,Nageshwari,4,12,4,16,160,140,300,19
8,Phulbari,2,12,2,14,130,120,250,18
9,Rajarhat,6,36,10,46,440,352,792,17
10,Raumari,2,8,0,8,278,72,350,44
11,Ulipur,5,55,8,63,1070,510,1580,25
12,Total,28,249,31,205,3185,1366,4551,22
