,0,1,2,3,4,5,6
0,Number of holding reporting cattle head 2008,,,,,,
1,Bhola,,,,,,
2,,,,,,,
3, Upazila,Total house hold,Number of house holds based on cattle heads - 1-3 heads,Number of house holds based on cattle heads - 4-6 heads,Number of house holds based on cattle heads - 7 -9 heads,Number of house holds based on cattle heads - 10-15 heads,Number of house holds based on cattle heads - 15 heads  above
4,Bhola Sadar,61035,48828,8701,2960,450,96
5,Burhanuddin,14833,11052,2247,1020,500,14
6,Char Fasson,40603,19742,15678,4674,337,172
7,Daulatkhan,12231,9761,2223,205,40,2
8,Lalmohan,15833,11895,2647,652,593,46
9,Manpura,9700,7760,970,644,323,3
10,Tazumuddin,5200,4800,300,78,22,0
11,Total,159435,113838,32766,10233,2265,333
